,score,protected_class,label
12252,0.98,0,1
12253,0.82,0,1
12254,0.47,0,1
12255,0.31,0,0
12256,0.39,0,1
12257,0.77,0,1
12258,0.895,0,1
12259,0.325,0,0
12260,0.9,0,1
12261,0.34,0,1
12262,0.455,0,0
12263,0.24,0,0
12264,0.55,0,1
12265,0.15,0,1
12266,0.36,0,1
12267,0.21,0,0
12268,0.645,0,1
12269,0.37,0,1
12270,0.53,0,0
12271,0.835,0,1
12272,0.96,0,1
12273,0.99,0,1
12274,0.52,0,1
12275,0.645,0,1
12276,0.705,0,1
12277,0.22,0,1
12278,0.81,0,1
12279,0.695,0,1
12280,0.665,0,1
12281,0.065,0,0
12282,0.595,1,1
12283,0.395,0,0
12284,0.97,0,0
12285,0.58,0,1
12286,0.07,0,0
12287,0.255,0,0
12288,0.165,0,0
12289,0.01,0,0
12290,0.12,0,1
12291,0.58,0,1
12292,0.5,0,0
12293,0.425,0,1
12294,0.16,0,0
12295,0.03,0,0
12296,0.95,0,1
12297,0.31,1,0
12298,0.12,0,0
12299,0.76,0,1
12300,0.285,0,1
12301,0.935,0,1
12302,0.22,0,1
12303,0.595,0,1
12304,0.415,0,1
12305,0.27,0,1
12306,0.265,0,1
12307,0.425,0,0
12308,0.41,0,1
12309,0.485,0,1
12310,0.53,0,1
12311,0.93,0,1
12312,0.48,0,0
12313,0.065,0,0
12314,0.37,0,1
12315,0.975,1,1
12316,0.545,0,1
12317,0.74,0,1
12318,0.81,0,1
12319,0.94,0,1
12320,0.43,0,1
12321,0.32,0,1
12322,0.405,0,1
12323,0.45,0,1
12324,0.425,0,1
12325,0.41,0,1
12326,0.37,1,1
12327,0.845,0,1
12328,0.675,0,1
12329,0.345,0,1
12330,0.245,0,0
12331,0.56,0,1
12332,0.205,0,0
12333,0.435,0,0
12334,0.445,0,1
12335,0.55,0,1
12336,0.69,0,1
12337,0.57,0,1
12338,0.36,0,1
12339,0.6,0,1
12340,0.355,0,0
12341,0.625,0,1
12342,0.75,0,1
12343,0.31,0,1
12344,0.51,0,1
12345,0.41,0,1
12346,0.12,0,0
12347,0.795,0,1
12348,0.19,0,0
12349,0.165,0,0
12350,0.91,0,1
12351,0.38,0,1
12352,0.19,0,1
12353,0.01,0,0
12354,0.5,0,1
12355,0.825,0,1
12356,0.84,1,1
12357,0.41,0,1
12358,0.005,0,0
12359,0.37,0,1
12360,0.22,0,1
12361,0.96,0,1
12362,0.255,0,0
12363,0.33,0,1
12364,0.73,0,1
12365,0.945,0,1
12366,0.2,0,0
12367,0.135,0,0
12368,0.32,0,1
12369,0.59,0,1
12370,0.295,0,1
12371,0.025,0,0
12372,0.335,1,1
12373,0.75,0,1
12374,0.895,1,1
12375,0.43,1,1
12376,0.29,0,0
12377,0.07,0,0
12378,0.515,0,1
12379,0.65,0,1
12380,0.05,0,0
12381,0.615,0,1
12382,0.655,0,1
12383,0.93,0,1
12384,0.26,0,0
12385,0.01,0,0
12386,0.335,0,1
12387,0.96,0,1
12388,0.32,0,0
12389,0.85,0,1
12390,0.27,0,1
12391,0.435,0,0
12392,0.325,0,0
12393,0.605,0,1
12394,0.03,0,0
12395,0.18,0,0
12396,0.145,0,0
12397,0.055,0,0
12398,0.88,0,1
12399,0.62,0,1
12400,0.635,0,1
12401,0.46,0,1
12402,0.935,0,1
12403,0.04,0,0
12404,0.96,0,1
12405,0.2,0,0
12406,0.505,0,1
12407,0.85,0,1
12408,0.76,0,1
12409,0.265,0,0
12410,0.88,0,1
12411,0.29,0,1
12412,0.14,0,0
12413,0.875,0,1
12414,0.265,0,0
12415,0.345,0,1
12416,0.26,0,1
12417,0.885,0,1
12418,0.055,0,1
12419,0.81,0,1
12420,0.75,0,1
12421,0.56,0,1
12422,0.055,0,0
12423,0.165,0,0
12424,0.95,0,1
12425,0.49,0,0
12426,0.29,0,1
12427,0.945,0,1
12428,0.515,0,1
12429,0.115,0,0
12430,0.39,0,1
12431,0.15,0,0
12432,0.375,0,0
12433,0.705,0,1
12434,0.05,0,0
12435,0.11,0,0
12436,0.36,1,1
12437,0.295,0,0
12438,0.675,0,1
12439,0.12,0,0
12440,0.165,0,0
12441,0.535,1,1
12442,0.22,0,0
12443,0.14,0,0
12444,0.78,0,1
12445,0.93,0,1
12446,0.6,1,1
12447,0.025,0,0
12448,0.3,0,1
12449,0.565,0,1
12450,0.45,0,0
12451,0.615,0,1
12452,0.7,0,0
12453,0.565,0,1
12454,0.78,0,1
12455,0.51,0,1
12456,0.48,0,0
12457,0.365,0,1
12458,0.265,0,0
12459,0.625,0,1
12460,0.2,0,0
12461,0.3,0,1
12462,0.2,0,1
12463,0.68,0,1
12464,0.87,0,1
12465,0.475,0,1
12466,0.42,0,1
12467,0.295,0,1
12468,0.545,0,1
12469,0.52,0,1
12470,0.285,0,1
12471,0.2,0,0
12472,0.63,0,1
12473,0.93,0,1
12474,0.51,0,1
12475,0.965,0,1
12476,0.945,0,1
12477,0.12,0,0
12478,0.765,0,1
12479,0.52,0,1
12480,0.555,0,1
12481,0.22,0,0
12482,0.575,0,1
12483,0.05,0,0
12484,0.44,0,1
12485,0.08,0,0
12486,0.3,0,0
12487,0.06,0,0
12488,0.675,0,1
12489,0.13,0,0
12490,0.465,0,1
12491,0.595,0,1
12492,0.83,0,1
12493,0.47,0,1
12494,0.45,0,1
12495,0.41,0,1
12496,0.385,0,1
12497,0.38,0,0
12498,0.73,0,1
12499,0.325,0,1
12500,0.48,0,1
12501,0.695,0,1
12502,0.755,0,1
12503,0.325,0,1
12504,0.375,0,1
12505,0.59,0,1
12506,0.26,0,0
12507,0.245,0,0
12508,0.04,0,0
12509,0.22,0,0
12510,0.21,0,0
12511,0.56,0,1
12512,0.225,0,0
12513,0.78,0,1
12514,0.2,0,0
12515,0.75,0,1
12516,0.895,0,1
12517,0.44,0,1
12518,0.785,0,1
12519,0.95,0,1
12520,0.57,0,1
12521,0.51,0,1
12522,0.12,0,0
12523,0.12,0,0
12524,0.21,0,1
12525,0.595,0,1
12526,0.615,0,1
12527,0.8,0,1
12528,0.555,0,1
12529,0.77,0,1
12530,0.71,1,1
12531,0.705,0,1
12532,0.01,0,0
12533,0.23,0,1
12534,0.17,0,0
12535,0.63,0,1
12536,0.435,0,1
12537,0.86,0,1
12538,0.185,0,0
12539,0.01,1,0
12540,0.645,0,1
12541,0.35,0,0
12542,0.98,0,1
12543,0.695,0,1
12544,0.935,0,1
12545,0.14,0,0
12546,0.815,1,1
12547,0.34,0,1
12548,0.29,0,1
12549,0.105,0,0
12550,0.93,0,1
12551,0.125,0,0
12552,0.38,0,1
12553,0.535,0,1
12554,0.715,0,1
12555,0.29,0,0
12556,0.74,0,1
12557,0.665,0,1
12558,0.605,0,1
12559,0.51,0,1
12560,0.975,0,1
12561,0.21,0,0
12562,0.66,0,1
12563,0.39,0,1
12564,0.69,0,1
12565,0.36,0,1
12566,0.945,0,1
12567,0.84,0,1
12568,0.295,0,0
12569,0.595,0,1
12570,0.125,0,0
12571,0.495,0,0
12572,0.55,0,1
12573,0.905,0,1
12574,0.34,0,1
12575,0.22,0,1
12576,0.81,0,1
12577,0.735,0,1
12578,0.975,0,1
12579,0.27,0,1
12580,0.57,0,1
12581,0.15,0,0
12582,0.4,0,1
12583,0.73,0,1
12584,0.43,0,1
12585,0.1,0,1
12586,0.21,0,1
12587,0.93,0,1
12588,0.235,0,0
12589,0.945,1,1
12590,0.555,0,1
12591,0.275,0,1
12592,0.42,0,1
12593,0.29,0,1
12594,0.665,0,1
12595,0.265,0,0
12596,0.835,0,1
12597,0.805,1,1
12598,0.155,0,0
12599,0.95,0,1
12600,0.745,0,1
12601,0.08,0,1
12602,0.625,0,1
12603,0.2,0,0
12604,0.515,0,1
12605,0.64,0,1
12606,0.425,0,1
12607,0.11,0,0
12608,0.56,0,1
12609,0.685,0,1
12610,0.625,1,0
12611,0.625,0,0
12612,0.18,0,0
12613,0.75,0,1
12614,0.05,0,0
12615,0.73,0,1
12616,0.41,0,1
12617,0.155,0,1
12618,0.31,0,0
12619,0.755,0,1
12620,0.635,0,1
12621,0.265,0,1
12622,0.295,1,1
12623,0.33,0,1
12624,0.77,0,0
12625,0.44,0,1
12626,0.6,1,1
12627,0.255,0,0
12628,0.81,0,1
12629,0.415,1,1
12630,0.43,0,1
12631,0.55,0,1
12632,0.24,0,0
12633,0.525,0,1
12634,0.35,1,0
12635,0.86,0,1
12636,0.53,0,1
12637,0.12,0,0
12638,0.78,0,1
12639,0.305,0,0
12640,0.54,0,1
12641,0.275,0,1
12642,0.285,0,1
12643,0.96,0,1
12644,0.38,0,1
12645,0.935,1,1
12646,0.06,0,0
12647,0.695,0,1
12648,0.14,0,0
12649,0.055,0,0
12650,0.24,0,1
12651,0.53,0,1
12652,0.545,0,1
12653,0.19,0,0
12654,0.35,0,1
12655,0.18,0,1
12656,0.65,0,1
12657,0.33,0,1
12658,0.315,0,1
12659,0.165,0,0
12660,0.69,0,1
12661,0.745,0,1
12662,0.265,0,0
12663,0.82,0,1
12664,0.56,0,1
12665,0.805,0,1
12666,0.875,0,1
12667,0.195,0,0
12668,0.78,0,1
12669,0.14,0,0
12670,0.27,0,1
12671,0.05,0,0
12672,0.23,0,1
12673,0.78,0,1
12674,0.01,0,0
12675,0.05,0,0
12676,0.245,0,0
12677,0.345,0,1
12678,0.26,0,0
12679,0.455,0,1
12680,0.59,0,1
12681,0.33,0,1
12682,0.855,0,1
12683,0.54,0,1
12684,0.12,0,0
12685,0.985,0,1
12686,0.67,0,1
12687,0.06,0,0
12688,0.305,0,1
12689,0.945,0,1
12690,0.25,0,0
12691,0.31,0,1
12692,0.935,0,1
12693,0.065,0,0
12694,0.77,0,1
12695,0.945,0,1
12696,0.95,0,1
12697,0.065,0,0
12698,0.8,0,1
12699,0.31,0,1
12700,0.6,0,1
12701,0.955,0,1
12702,0.035,0,1
12703,0.1,0,0
12704,0.87,0,1
12705,0.84,0,1
12706,0.525,0,1
12707,0.075,0,0
12708,0.975,0,1
12709,0.85,0,0
12710,0.43,0,1
12711,0.64,0,1
12712,0.785,0,1
12713,0.07,0,1
12714,0.19,0,1
12715,0.99,0,1
12716,0.84,0,1
12717,0.37,0,1
12718,0.93,0,1
12719,0.355,0,1
12720,0.315,0,1
12721,0.39,0,1
12722,0.66,0,1
12723,0.73,0,1
12724,0.095,0,0
12725,0.595,0,1
12726,0.78,0,1
12727,0.37,0,1
12728,0.49,0,1
12729,0.09,0,0
12730,0.895,0,1
12731,0.555,0,1
12732,0.865,1,1
12733,0.055,0,0
12734,0.445,0,1
12735,0.21,0,0
12736,0.535,0,1
12737,0.48,0,0
12738,0.405,0,1
12739,0.01,0,0
12740,0.04,0,1
12741,0.71,0,1
12742,0.195,0,1
12743,0.97,1,1
12744,0.6,0,1
12745,0.57,0,1
12746,0.67,0,1
12747,0.985,0,1
12748,0.27,0,1
12749,0.675,0,1
12750,0.405,0,1
12751,0.95,0,1
12752,0.105,0,0
12753,0.81,0,1
12754,0.21,0,0
12755,0.33,0,0
12756,0.2,0,1
12757,0.57,0,1
12758,0.5,0,1
12759,0.215,0,0
12760,0.745,0,1
12761,0.65,0,1
12762,0.735,0,1
12763,0.96,0,1
12764,0.42,0,1
12765,0.245,0,0
12766,0.845,0,1
12767,0.46,0,1
12768,0.975,0,1
12769,0.74,0,1
12770,0.28,0,1
12771,0.95,0,1
12772,0.34,0,0
12773,0.11,0,0
12774,0.01,0,0
12775,0.57,0,0
12776,0.47,0,1
12777,0.98,0,1
12778,0.63,0,1
12779,0.895,0,1
12780,0.025,0,0
12781,0.64,0,1
12782,0.475,0,1
12783,0.43,0,1
12784,0.245,0,0
12785,0.835,0,1
12786,0.08,0,0
12787,0.24,0,0
12788,0.85,0,1
12789,0.73,0,1
12790,0.655,0,1
12791,0.865,0,1
12792,0.975,0,1
12793,0.455,0,1
12794,0.685,0,1
12795,0.21,0,0
12796,0.01,0,0
12797,0.23,0,1
12798,0.96,0,1
12799,0.27,0,1
12800,0.39,0,0
12801,0.595,0,1
12802,0.07,0,0
12803,0.83,0,1
12804,0.585,0,1
12805,0.01,0,0
12806,0.18,0,1
12807,0.785,0,1
12808,0.885,0,1
12809,0.595,0,1
12810,0.67,0,1
12811,0.995,0,1
12812,0.735,0,0
12813,0.125,0,0
12814,0.625,0,1
12815,0.605,0,0
12816,0.36,0,1
12817,0.425,0,1
12818,0.96,0,0
12819,0.165,0,0
12820,0.6,0,1
12821,0.555,0,1
12822,0.12,0,0
12823,0.885,0,1
12824,0.745,0,1
12825,0.81,0,1
12826,0.555,0,1
12827,0.73,0,1
12828,0.84,0,1
12829,0.935,0,1
12830,0.525,0,1
12831,0.31,0,0
12832,0.71,0,0
12833,0.605,0,1
12834,0.295,0,0
12835,0.08,0,0
12836,0.11,0,0
12837,0.565,0,1
12838,0.235,0,1
12839,0.795,0,1
12840,0.43,0,1
12841,0.445,1,1
12842,0.18,0,0
12843,0.765,1,1
12844,0.27,0,0
12845,0.58,0,1
12846,0.22,0,0
12847,0.44,0,0
12848,0.985,0,1
12849,0.27,0,0
12850,0.975,0,1
12851,0.805,0,1
12852,0.915,0,1
12853,0.92,0,1
12854,0.01,0,0
12855,0.48,0,1
12856,0.235,0,1
12857,0.39,0,1
12858,0.135,0,0
12859,0.03,0,0
12860,0.455,0,1
12861,0.745,0,1
12862,0.445,0,1
12863,0.675,1,1
12864,0.77,0,1
12865,0.535,0,0
12866,0.77,0,1
12867,0.28,0,0
12868,0.46,0,1
12869,0.69,0,1
12870,0.38,0,1
12871,0.48,0,0
12872,0.41,0,1
12873,0.055,0,0
12874,0.935,0,0
12875,0.2,0,0
12876,0.575,0,1
12877,0.39,0,1
12878,0.03,0,0
12879,0.33,0,1
12880,0.65,0,1
12881,0.81,0,1
12882,0.37,0,0
12883,0.72,0,1
12884,0.215,0,0
12885,0.235,0,0
12886,0.99,0,1
12887,0.56,1,1
12888,0.155,0,1
12889,0.41,0,0
12890,0.45,0,1
12891,0.885,0,1
12892,0.84,0,1
12893,0.325,0,1
12894,0.93,0,1
12895,0.81,1,1
12896,0.05,0,0
12897,0.02,0,0
12898,0.33,0,1
12899,0.745,0,1
12900,0.36,0,1
12901,0.295,0,0
12902,0.96,0,1
12903,0.81,0,1
12904,0.45,1,0
12905,0.33,0,0
12906,0.82,0,1
12907,0.4,0,1
12908,0.03,0,0
12909,0.975,0,1
12910,0.3,0,1
12911,0.845,0,1
12912,0.47,0,1
12913,0.91,0,1
12914,0.27,0,0
12915,0.3,0,0
12916,0.55,0,1
12917,0.54,0,1
12918,0.96,0,1
12919,0.05,0,0
12920,0.28,0,1
12921,0.36,0,1
12922,0.575,0,1
12923,0.66,1,1
12924,0.325,1,0
12925,0.22,0,1
12926,0.98,0,1
12927,0.295,0,0
12928,0.14,0,0
12929,0.605,0,1
12930,0.735,0,1
12931,0.155,0,1
12932,0.12,0,0
12933,0.81,0,1
12934,0.935,0,1
12935,0.31,0,0
12936,0.38,0,1
12937,0.07,0,0
12938,0.205,0,0
12939,0.88,0,1
12940,0.55,0,1
12941,0.07,0,0
12942,0.525,0,1
12943,0.05,0,0
12944,0.275,0,0
12945,0.035,0,0
12946,0.14,0,0
12947,0.155,0,1
12948,0.52,0,1
12949,0.955,0,1
12950,0.22,0,0
12951,0.77,0,1
12952,0.065,0,0
12953,0.14,0,0
12954,0.04,0,1
12955,0.01,0,0
12956,0.76,0,1
12957,0.58,0,1
12958,0.53,0,0
12959,0.915,0,1
12960,0.435,0,1
12961,0.39,0,1
12962,0.06,0,0
12963,0.425,0,1
12964,0.985,0,1
12965,0.63,0,1
12966,0.52,0,1
12967,0.14,0,0
12968,0.76,0,1
12969,0.42,0,1
12970,0.055,0,0
12971,0.99,0,1
12972,0.7,0,1
12973,0.815,0,1
12974,0.705,0,1
12975,0.135,0,0
12976,0.4,0,1
12977,0.33,0,1
12978,0.785,0,1
12979,0.72,0,1
12980,0.165,0,0
12981,0.07,0,0
12982,0.26,0,0
12983,0.82,0,1
12984,0.17,0,0
12985,0.865,0,1
12986,0.605,0,1
12987,0.625,0,1
12988,0.975,0,1
12989,0.6,0,1
12990,0.23,0,0
12991,0.31,0,1
12992,0.24,0,1
12993,0.875,0,1
12994,0.16,1,1
12995,0.5,1,1
12996,0.895,0,1
12997,0.825,0,1
12998,0.91,0,1
12999,0.97,0,1
13000,0.79,1,1
13001,0.325,0,1
13002,0.535,0,1
13003,0.795,0,1
13004,0.33,0,1
13005,0.705,0,1
13006,0.3,0,1
13007,0.92,0,1
13008,0.15,0,0
13009,0.785,0,1
13010,0.61,0,1
13011,0.95,0,1
13012,0.555,0,1
13013,0.22,0,0
13014,0.15,0,0
13015,0.44,0,0
13016,0.18,0,0
13017,0.38,0,1
13018,0.45,0,1
13019,0.045,0,0
13020,0.875,1,1
13021,0.765,0,1
13022,0.62,0,1
13023,0.37,0,1
13024,0.195,0,0
13025,0.92,0,1
13026,0.34,0,1
13027,0.395,0,1
13028,0.035,0,0
13029,0.955,0,1
13030,0.27,0,0
13031,0.7,0,1
13032,0.67,0,1
13033,0.65,0,1
13034,0.74,0,1
13035,0.745,0,1
13036,0.37,1,1
13037,0.105,1,0
13038,0.035,0,0
13039,0.63,0,1
13040,0.43,0,1
13041,0.81,0,1
13042,0.245,0,1
13043,0.875,0,1
13044,0.85,0,1
13045,0.95,0,1
13046,0.06,0,0
13047,0.48,0,1
13048,0.325,0,1
13049,0.72,0,1
13050,0.25,0,0
13051,0.685,0,1
13052,0.945,0,1
13053,0.72,0,1
13054,0.85,0,1
13055,0.015,0,0
13056,0.535,0,1
13057,0.48,0,1
13058,0.035,0,1
13059,0.73,0,1
13060,0.05,0,0
13061,0.875,0,1
13062,0.525,0,1
13063,0.39,0,1
13064,0.25,0,0
13065,0.385,0,1
13066,0.145,0,0
13067,0.045,0,0
13068,0.685,0,1
13069,0.475,0,1
13070,0.005,0,0
13071,0.08,0,0
13072,0.175,0,0
13073,0.715,0,1
13074,0.695,0,1
13075,0.1,0,0
13076,0.295,0,1
13077,0.37,0,1
13078,0.65,0,1
13079,0.575,0,1
13080,0.17,0,0
13081,0.39,0,0
13082,0.01,0,0
13083,0.35,1,0
13084,0.255,1,1
13085,0.205,0,0
13086,0.51,0,1
13087,0.39,0,1
13088,0.435,0,0
13089,0.355,0,1
13090,0.835,0,1
13091,0.36,0,1
13092,0.31,0,1
13093,0.325,0,1
13094,0.315,0,1
13095,0.525,0,1
13096,0.305,0,0
13097,0.705,0,1
13098,0.69,0,0
13099,0.18,0,1
13100,0.84,0,1
13101,0.755,0,1
13102,0.245,0,1
13103,0.19,0,0
13104,0.985,0,1
13105,0.62,0,1
13106,0.22,0,0
13107,0.12,0,0
13108,0.66,0,1
13109,0.39,0,0
13110,0.81,0,1
13111,0.4,0,1
13112,0.98,0,1
13113,0.19,0,0
13114,0.875,0,0
13115,0.265,0,1
13116,0.97,0,1
13117,0.05,0,0
13118,0.315,0,1
13119,0.94,0,1
13120,0.415,0,0
13121,0.01,0,0
13122,0.92,0,1
13123,0.845,0,1
13124,0.755,0,1
13125,0.855,0,1
13126,0.21,0,1
13127,0.2,0,0
13128,0.39,0,1
13129,0.92,0,0
13130,0.71,0,1
13131,0.74,0,1
13132,0.145,0,0
13133,0.08,0,0
13134,0.485,0,1
13135,0.62,0,1
13136,0.085,0,0
13137,0.145,0,0
13138,0.34,0,1
13139,0.41,0,1
13140,0.85,0,1
13141,0.185,0,0
13142,0.74,0,1
13143,0.335,0,0
13144,0.93,1,1
13145,0.15,0,0
13146,0.96,0,1
13147,0.835,0,1
13148,0.38,0,1
13149,0.52,0,1
13150,0.56,0,1
13151,0.465,0,0
13152,0.535,0,1
13153,0.63,0,1
13154,0.765,0,1
13155,0.195,0,0
13156,0.675,0,1
13157,0.22,0,0
13158,0.19,0,0
13159,0.865,0,1
13160,0.355,0,1
13161,0.22,0,1
13162,0.505,0,1
13163,0.83,0,1
13164,0.355,0,1
13165,0.095,0,0
13166,0.59,0,1
13167,0.015,0,0
13168,0.63,0,1
13169,0.315,0,0
13170,0.24,0,0
13171,0.44,0,1
13172,0.735,0,1
13173,0.29,0,1
13174,0.24,0,0
13175,0.54,1,1
13176,0.05,0,0
13177,0.19,0,0
13178,0.805,0,1
13179,0.49,0,1
13180,0.88,0,1
13181,0.035,0,0
13182,0.495,0,1
13183,0.23,0,1
13184,0.92,0,1
13185,0.66,0,1
13186,0.16,0,0
13187,0.75,1,1
13188,0.81,0,1
13189,0.895,0,1
13190,0.395,0,1
13191,0.8,0,1
13192,0.965,0,1
13193,0.195,0,0
13194,0.165,0,0
13195,0.38,1,1
13196,0.29,0,1
13197,0.55,0,1
13198,0.045,0,0
13199,0.845,0,1
13200,0.23,0,0
13201,0.875,0,1
13202,0.8,0,1
13203,0.54,0,1
13204,0.93,0,1
13205,0.525,0,0
13206,0.675,0,1
13207,0.265,0,1
13208,0.53,0,1
13209,0.335,0,0
13210,0.33,0,0
13211,0.07,0,0
13212,0.53,0,1
13213,0.205,1,0
13214,0.78,0,1
13215,0.95,0,1
13216,0.335,0,1
13217,0.055,0,0
13218,0.52,0,1
13219,0.19,0,1
13220,0.78,0,1
13221,0.29,0,1
13222,0.075,0,0
13223,0.45,0,0
13224,0.93,0,1
13225,0.005,0,0
13226,0.905,0,1
13227,0.29,0,0
13228,0.28,0,1
13229,0.685,1,1
13230,0.2,1,0
13231,0.23,0,1
13232,0.2,0,0
13233,0.19,0,1
13234,0.35,0,1
13235,0.44,0,1
13236,0.35,0,1
13237,0.5,0,1
13238,0.495,0,1
13239,0.43,0,1
13240,0.245,0,0
13241,0.255,0,0
13242,0.105,0,0
13243,0.22,0,0
13244,0.07,0,0
13245,0.23,0,0
13246,0.77,0,1
13247,0.98,0,1
13248,0.435,0,1
13249,0.37,0,1
13250,0.07,0,0
13251,0.3,0,1
13252,0.44,0,1
13253,0.215,0,1
13254,0.89,0,1
13255,0.2,0,0
13256,0.78,0,1
13257,0.375,0,0
13258,0.33,0,1
13259,0.17,0,1
13260,0.6,1,1
13261,0.615,0,1
13262,0.715,0,1
13263,0.71,0,1
13264,0.32,0,1
13265,0.875,0,1
13266,0.985,0,1
13267,0.95,0,1
13268,0.905,0,1
13269,0.12,0,0
13270,0.325,0,1
13271,0.845,0,1
13272,0.755,0,1
13273,0.3,0,1
13274,0.81,0,1
13275,0.345,0,0
13276,0.51,0,1
13277,0.2,0,0
13278,0.205,0,0
13279,0.41,0,1
13280,0.02,0,1
13281,0.835,0,1
13282,0.745,0,1
13283,0.945,0,1
13284,0.535,0,0
13285,0.935,0,1
13286,0.46,0,1
13287,0.29,0,0
13288,0.08,0,0
13289,0.94,0,1
13290,0.945,0,1
13291,0.36,0,0
13292,0.38,0,1
13293,0.855,0,1
13294,0.125,0,0
13295,0.77,0,1
13296,0.54,0,1
13297,0.32,0,0
13298,0.99,0,1
13299,0.355,0,1
13300,0.865,0,1
13301,0.31,0,1
13302,0.2,0,0
13303,0.38,0,1
13304,0.62,0,1
13305,0.405,0,1
13306,0.84,0,1
13307,0.83,0,1
13308,0.68,0,0
13309,0.95,0,1
13310,0.595,0,1
13311,0.24,0,0
13312,0.355,0,0
13313,0.945,0,1
13314,0.92,0,1
13315,0.39,0,1
13316,0.7,0,1
13317,0.04,0,0
13318,0.875,0,1
13319,0.24,0,0
13320,0.15,0,0
13321,0.015,0,0
13322,0.75,0,1
13323,0.79,0,0
13324,0.88,0,1
13325,0.495,0,1
13326,0.855,0,1
13327,0.21,0,0
13328,0.57,0,1
13329,0.455,0,1
13330,0.2,0,0
13331,0.455,0,1
13332,0.27,0,0
13333,0.05,0,0
13334,0.57,0,1
13335,0.07,0,0
13336,0.21,0,0
13337,0.53,1,0
13338,0.005,0,0
13339,0.665,0,1
13340,0.72,0,1
13341,0.03,0,0
13342,0.64,0,1
13343,0.43,0,1
13344,0.985,0,1
13345,0.47,0,1
13346,0.03,0,0
13347,0.09,0,0
13348,0.72,0,1
13349,0.635,0,0
13350,0.52,0,1
13351,0.59,0,1
13352,0.24,0,0
13353,0.065,0,0
13354,0.635,0,1
13355,0.885,0,1
13356,0.685,0,1
13357,0.37,0,1
13358,0.81,0,1
13359,0.525,0,1
13360,0.805,0,1
13361,0.24,0,0
13362,0.935,0,1
13363,0.785,0,1
13364,0.05,0,0
13365,0.83,0,1
13366,0.36,0,1
13367,0.635,0,1
13368,0.31,0,1
13369,0.86,0,1
13370,0.25,0,0
13371,0.335,0,1
13372,0.535,0,1
13373,0.31,0,0
13374,0.35,0,0
13375,0.24,0,0
13376,0.42,0,1
13377,0.495,0,1
13378,0.31,0,1
13379,0.16,0,0
13380,0.14,0,0
13381,0.8,0,1
13382,0.69,0,0
13383,0.375,0,1
13384,0.8,0,1
13385,0.305,0,1
13386,0.1,0,0
13387,0.44,0,1
13388,0.93,0,1
13389,0.46,0,0
13390,0.615,0,1
13391,0.59,0,1
13392,0.575,0,1
13393,0.24,0,1
13394,0.17,0,0
13395,0.76,0,1
13396,0.34,0,1
13397,0.525,0,1
13398,0.85,0,1
13399,0.935,0,1
13400,0.73,0,1
13401,0.05,0,0
13402,0.21,0,1
13403,0.905,0,1
13404,0.95,0,1
13405,0.865,0,1
13406,0.525,1,1
13407,0.31,0,1
13408,0.145,0,0
13409,0.895,0,1
13410,0.835,0,1
13411,0.21,0,1
13412,0.78,0,1
13413,0.62,0,1
13414,0.675,0,1
13415,0.05,0,0
13416,0.495,0,1
13417,0.31,0,1
13418,0.24,0,0
13419,0.84,0,1
13420,0.265,0,1
13421,0.03,0,0
13422,0.635,1,1
13423,0.165,0,1
13424,0.22,0,0
13425,0.535,0,0
13426,0.24,0,0
13427,0.39,0,1
13428,0.27,0,0
13429,0.08,0,0
13430,0.01,0,0
13431,0.075,0,0
13432,0.89,0,1
13433,0.43,0,1
13434,0.81,0,1
13435,0.27,0,1
13436,0.96,1,1
13437,0.43,0,0
13438,0.895,0,1
13439,0.54,0,1
13440,0.55,0,1
13441,0.58,0,1
13442,0.825,0,1
13443,0.935,0,1
13444,0.94,0,1
13445,0.385,0,0
13446,0.05,0,0
13447,0.69,0,1
13448,0.14,0,0
13449,0.445,0,1
13450,0.31,0,1
13451,0.54,0,0
13452,0.38,0,1
13453,0.45,0,1
13454,0.505,0,0
13455,0.835,0,1
13456,0.66,0,1
13457,0.85,0,1
13458,0.27,0,0
13459,0.055,0,0
13460,0.255,0,1
13461,0.345,0,1
13462,0.4,0,1
13463,0.675,0,1
13464,0.93,0,1
13465,0.005,0,0
13466,0.29,0,0
13467,0.77,0,1
13468,0.255,0,0
13469,0.495,0,1
13470,0.78,0,1
13471,0.515,0,1
13472,0.77,0,1
13473,0.4,0,0
13474,0.14,0,0
13475,0.77,0,1
13476,0.44,0,1
13477,0.06,0,0
13478,0.425,0,1
13479,0.61,0,1
13480,0.215,0,0
13481,0.03,0,0
13482,0.18,0,0
13483,0.37,0,0
13484,0.12,0,0
13485,0.05,0,0
13486,0.095,0,0
13487,0.55,0,0
13488,0.715,0,1
13489,0.265,0,1
13490,0.225,0,0
13491,0.18,0,0
13492,0.655,0,1
13493,0.15,0,1
13494,0.035,0,0
13495,0.205,0,0
13496,0.855,0,1
13497,0.95,0,1
13498,0.29,0,1
13499,0.55,0,1
13500,0.08,0,0
13501,0.01,0,0
13502,0.42,0,0
13503,0.03,0,0
13504,0.235,0,1
13505,0.98,0,1
13506,0.065,0,0
13507,0.765,0,1
13508,0.29,0,1
13509,0.5,0,1
13510,0.78,0,1
13511,0.96,0,1
13512,0.21,0,0
13513,0.165,0,0
13514,0.18,0,1
13515,0.245,0,0
13516,0.98,0,1
13517,0.195,0,1
13518,0.2,0,0
13519,0.07,0,0
13520,0.92,0,1
13521,0.125,0,0
13522,0.365,0,0
